Path length,BFS,Bidirectional Search,A*,JPS
10,0.15679342645994374,0.17714272194625066,0.03812206742909033,0.06573428234583895
20,0.27020000021553897,0.32992018498647374,0.15741524674967267,0.07742870655829596
30,0.46510236105828917,0.47802782171177416,0.3655132055282593,0.1319500095439407
40,0.6942414820975091,0.7271083036364426,0.7326183423204714,0.18260742170841934
50,0.9770005136577006,1.0779248699924062,1.1826933955178043,0.2515132039936666
60,1.293472481606829,1.3084768520171985,1.9453890844203499,0.3586069902478347
70,1.5537683930037156,1.645193855717497,2.5563731126065523,0.42693160502415783
80,1.9496428594960795,2.0231121071489344,3.2407510837951263,0.4974991377297934
90,2.246142864227295,2.2807161368532665,3.9833437814141197,0.589412439803374
100,2.570155447693233,2.649219902770779,4.935021798192607,0.7011383834043385
110,2.901895674792203,2.94664199734147,5.714830727804275,0.7953826751543845
120,3.388592933708767,3.481759431227198,6.62584670197289,0.9067160352221075
130,3.8777018293328243,3.8295275158838393,7.912444044690614,1.0489614731674894
140,4.1819902647424625,4.1141523155901165,8.860109725484142,1.1674254569742415
150,4.699560493376197,4.56066293134922,9.669288778305054,1.2835497577015946
160,5.204699575649535,5.101990706809965,10.919289870604182,1.420833320054324
170,5.950673788918389,5.4377937772538925,12.365413341522217,1.5831764507293702
180,6.432413673625802,6.141488663430484,13.424036315027273,1.725866512307581
190,6.901349308303974,6.396366357803345,14.971567281380228,1.878862667742962
200,7.624206488266652,6.990603029985965,16.5720813852368,2.1027454576451023
210,8.094024756976536,7.430126654534113,17.244089038031444,2.170486651148115
220,8.805431890487672,8.202777619588943,19.301100009963626,2.4389742828550793
230,9.781592733209783,8.61845090714368,21.249347739869897,2.692910907485268
240,10.733682319008071,9.280365513316516,22.23361034742717,2.814230171770885
250,11.958590439232912,10.300380913777785,24.89658591747284,3.1667786370624196
260,12.642475861927558,10.643178008753678,26.144792670833652,3.346033620423284
270,13.595128012164203,11.543025115837798,28.3717545910158,3.5604700523874033
280,13.391444236040115,11.568697108672215,29.818279336278255,3.743821155566436
290,13.822509824165277,11.924727675105844,30.318669192492962,3.8175584844180515
300,15.612346223195393,13.089192885292901,32.46183776855469,4.0808364338345
310,16.19785092495106,13.15304027442579,35.13157362297729,4.4512023175204245
320,17.942112253521973,14.525510378603665,38.06868773361422,4.812365095570402
330,18.974438661999173,15.2607177734375,40.842840893003675,5.171888886557685
340,19.449119904526956,15.394374998631301,42.71475092459608,5.258859721598802
350,19.741472767932073,16.585554918008192,43.63622186758688,5.36653615960053
360,21.024440873187523,17.09827869353087,47.768354789070465,5.863815667318261
370,23.68805896448639,18.31855046749115,51.09815142402109,6.305566516687286
380,22.424409167735337,17.726938871317035,49.489893022062475,6.1909196574615075
390,23.90348078582087,18.548159100152002,52.28841232079003,6.445503461537103
400,24.56400138331998,20.458416113655687,53.27652350219164,6.548131342857115
410,26.75984748422283,21.375634709449663,58.33518629640205,7.141216889908325
420,28.149429864181585,21.778986149536067,62.295123382048175,7.656202599083707
430,27.314583943524493,21.57326192702722,63.336828442888525,7.8385591878803496
440,31.09930094978619,24.110366205654234,68.86298591206331,8.484118792932358
450,32.56491403098692,24.05516666905922,71.23344912863614,8.718960082321836
460,32.973984760329834,25.135223339852832,73.19914857319424,8.846552863575162
470,35.30248310512967,26.862344880633884,78.49085956043668,9.52008087793986
480,37.15801725929434,27.15749409307133,85.85172318220138,10.335262281244452
490,38.962342931766706,28.190145462450356,89.52099343502161,10.895680295096504
500,38.88737142386557,28.751031075205123,86.87039621637649,10.462635303745751
510,42.79322850258551,31.443875697171578,96.1944448446559,11.594972425532118
520,42.3480320930481,30.388652548679087,95.98700326542522,11.683836279358975
530,42.69104485158567,30.838117289445037,101.44095145233374,12.247966264010456
540,44.29550401289858,33.725947741887076,103.564509554724,12.432625620808434
550,44.50538857550848,32.03825143405369,101.42107522941771,12.25991666657584
560,45.802699998021126,34.069791520280496,104.50316338453975,12.701626793614455
570,46.65078535661465,34.30347852939513,108.4915497500722,12.98007267858924
580,48.370068517644356,36.28756979374175,112.05182339485656,13.663551060696866
590,51.743015695209344,37.005519831476136,118.91655330520031,14.566145869326
600,49.48885231216749,37.0402185232551,115.99772268754465,13.899321761396196
610,50.72653889987204,38.57594768758173,123.19517592589061,14.87401157396811
620,54.01631629305188,38.58548416487232,129.14283438829275,15.490622174146488
630,54.46929388874573,40.325418320060336,128.35259671390335,15.329934281362615
640,58.255059323242406,41.49860717577227,137.85004592169986,16.433503344868928
650,61.69703597220305,42.66974345768723,142.16452990625507,16.911627563360696
660,63.55304717921442,43.95807297479722,147.0307822640865,17.624332254932774
670,60.231522326542034,44.55013299593465,143.49448731465992,17.02543806787675
680,66.41981127098495,46.75202401362213,155.39375930790808,18.53588872797349
690,65.34358326874116,46.57101409970926,157.22140748385291,18.685939208001294
700,66.6450715452675,47.01695690697771,158.05875609366873,18.921993087946884
710,69.96653588536823,48.18093063500509,166.42714880984366,19.933053583619696
720,71.33451280805278,50.83516403254617,167.9424069009978,20.07697832055867
730,73.41035451193224,49.52605064948741,179.42621201916313,21.70440986842045
740,74.93232590935447,50.79410499551079,180.92340636578473,21.68590818860314
750,76.2345723645729,52.843147810091054,187.26394121584138,22.322582890067185
760,81.10760316740382,53.80768636573445,191.118741821159,22.535516814752057
770,80.89339703879332,55.66882267491571,194.64212019925046,23.073592611134345
780,80.86375113094554,54.67056967554049,197.6400040878969,23.51777465958401
790,82.73224839989997,54.73326071974349,202.4952693965337,24.126128768267698
800,88.75444158351067,57.53966732780532,219.0250792255496,25.969226726210945
